data,labeldata
Would you move to Dining_Table grasp Japanese_Tea and come back .,Move ( Dining_Table )  Grasp ( Japanese_Tea )  Comeback ( )
Well go to Living_Table  take Long_Potato finally come back .,Move ( Living_Table )  Grasp ( Long_Potato )  Comeback ( )
Would you move to Side_Table take Green_Tea then come back .,Move ( Side_Table )  Grasp ( Green_Tea )  Comeback ( )
Can you bring Brown_Tea from Side_Table go to Visitor_Room move to Dining_Sofa .,Move ( Side_Table )  Grasp ( Brown_Tea )  Move ( Visitor_Room ) Move ( Dining_Sofa )
Move to Reception_Table  get Strawberry_Juice  exit from Kitchen_Room okay .,Move ( Reception_Table )  grasp ( Strawberry_Juice )  Move ( Kitchen_Room )
Go to Reception_Table get Korean_Soup  exit from Corridor okay .,Move (  Reception_Table  )  grasp ( Korean_Soup )  Move ( Corridor )
Go to Corridor grasp Long_Potato throw it into Dustbin please .,Move ( Corridor )  Grasp ( Long_Potato )  Move ( Dustbin )  Place ( Long_Potato ) 
Move to Kitchen_Table  grasp Bleach  leave the apartment please .,Move ( Kitchen_Table )  Grasp ( Bleach )  Move ( apartment )
Go to Kitchen_Room er find a person neayby bring Cloth_Cleaner from Bar .,Move ( Kitchen_Room )  Find ( person )  Move ( Bar )  Grasp ( Cloth_Cleaner )
Go to Side_Table move to Bar  then leave the apartment .,Move ( Side_Table )  Move ( Bar )  Move ( apartment )
Move to Dining_Sofa get Orange_Juice place it on Bar okay .,Move ( Dining_Sofa )  Grasp ( Orange_Juice ) Move ( Bar )  Place ( Orange_Juice )
Go to Kitchen_Table find a person neayby  er follow a person .,Move ( Kitchen_Table )  Find ( person )  Follow ( person )
Go to Bar go to Corridor  and leave the apartment .,Move ( Bar ) Move ( Corridor ) Move ( apartment )
Would you go to Kitchen_Table  take Softner  bring it to Side_Table .,Move ( Kitchen_Table )  Grasp ( Softner )  Move ( Side_Table )
Would you go to Living_Table take Cloth_Cleaner er come back .,Move ( Living_Table )  Find ( Cloth_Cleaner )  Grasp ( Cloth_Cleaner )  Comeback ( )
Move to Living_Table  next detect Stick_Potato  get it .,Move ( Living_Table )  Find ( Stick_Potato )  Grasp ( Stick_Potato )
Go to Reception_Table go to Living_Room  and exit the apartment .,Move ( Reception_Table )  Move ( Reception_Table )  Move ( apartment )
Move to Kitchen_Table  grasp Chip_Star  leave the apartment please .,Move ( Kitchen_Table )  Grasp ( Chip_Star )  Move ( apartment )
Go to Visitor_Room grasp Onion_Dressing place it on Dining_Sofa okay .,Move ( Visitor_Room )  Grasp ( Onion_Dressing )  Move ( Dining_Sofa )  Place ( Onion_Dressing )
Well go to Living_Table  take Korean_Soup  bring it to Living_Sofa .,Move (  Living_Table )  Grasp ( Korean_Soup ) Move ( Living_Sofa )
Go to Dining_Sofa move to Living_Sofa take Japanese_Dressing .,Move ( Dining_Sofa )  Move ( Living_Sofa )  Find ( Japanese_Dressing )  Grasp ( Japanese_Dressing )  Comeback ( )
Go to Dining_Room get Egg_Soup throw it into Dustbin please .,Move ( Dining_Room )  Find ( Egg_Soup )  Grasp ( Egg_Soup )  Move ( Dustbin )  Place ( Dustbin )
Go to Visitor_Room er find a person neayby bring Chip_Star from Dining_Sofa .,Move ( Visitor_Room )  Find ( person )  Move ( Dining_Sofa )  Grasp ( Chip_Star )
Can you bring Softner from Kitchen_Table go to Living_Room move to Dining_Table .,Move ( Kitchen_Table )  Grasp ( Softner )  Move ( Living_Room ) Move ( Dining_Table )
Go to Dining_Room  move to Dining_Table  finally leave the apartment .,Move ( Dining_Room )  Move ( Dining_Table ) Move ( apartment )
Go to Corridor take Japanese_Dressing put it on Kitchen_Table please .,Move ( Corridor )  Find ( Japanese_Dressing )  Grasp ( Japanese_Dressing )  Move ( Kitchen_Table )  Place ( Japanese_Dressing )
Go to Living_Table take Brown_Tea  leave the apartment please .,Move ( Living_Table )  Grasp ( Brown_Tea )  Move ( apartment )
Go to Corridor then find a person neayby bring Blue_Potato from Side_Table .,Move ( Corridor )  Find ( person )  Move ( Side_Table )  Grasp ( Blue_Potato )
Move to Dining_Table and detect Red_Potato get it .,Move ( Dining_Table )  Find ( Red_Potato )  Grasp ( Red_Potato )
Go to Dining_Table move to Side_Table  then leave the apartment .,Move ( Dining_Table )  Move ( Side_Table )  Move ( apartment )
Go to Dining_Sofa  take Green_Tea put it on Side_Table okay .,Move ( Dining_Sofa ) Grasp ( Green_Tea )  Move ( Side_Table )  Place ( Green_Tea )
Would you go to Sofa  take Red_Potato  bring it to Side_Table .,Move ( Sofa )  Grasp ( Red_Potato )  Move ( Side_Table )
Would you go to Kitchen_Room grasp Strawberry_Juice er come back .,Move ( Kitchen_Room )  Find ( Strawberry_Juice )  Comeback ( )
Well get Stick_Potato from Side_Table go to Corridor go to Visitor_Room .,Move ( Side_Table )  Grasp ( Stick_Potato ) Move ( Corridor )  Move ( Visitor_Room )
Go to Visitor_Room next find a person neayby get Cup_Star from Living_Table .,Move ( Visitor_Room )  Find ( person )  Move ( Living_Table )  Grasp ( Cup_Star )
Go to Kitchen_Table  take Cup_Noodle put it on Living_Sofa okay .,Move ( Kitchen_Table ) Grasp ( Cup_Noodle )  Move ( Living_Sofa )  Place ( Cup_Noodle )
Go to Sofa next detect Red_Potato  take it .,Move ( Sofa )  Find ( Red_Potato )  Grasp ( Red_Potato )
Well move to Living_Sofa grasp Onion_Dressing then come back .,Move ( Living_Sofa )  Move ( Onion_Dressing )  Comeback ( )
Go to Living_Room er find a person neayby bring Red_Potato from Side_Table .,Move ( Living_Room )  Find ( person )  Move ( Side_Table )  Grasp ( Red_Potato )
Would you bring Softner from Kitchen_Table go to Reception_Table go to Living_Sofa  .,Move ( Kitchen_Table )  Plcae ( Softner )  Move ( Reception_Table )  Move ( Reception_Table ) 
Go to Kitchen_Room  go to Kitchen_Table er leave the apartment .,Move ( Kitchen_Room )  Move ( Kitchen_Table ) Move ( apartment )
Go to Dining_Table grasp Egg_Soup  leave the apartment please .,Move ( Dining_Table )  Grasp ( Egg_Soup )  Move ( apartment )
Go to Kitchen_Table take Cloth_Cleaner  leave the apartment please .,Move ( Kitchen_Table )  Grasp ( Cloth_Cleaner )  Move ( apartment )
Go to Dining_Room and find a person neayby bring Bath_Cleaner from Living_Sofa .,Move ( Dining_Room )  Find ( person )  Move ( Living_Sofa )  Grasp ( Bath_Cleaner ) Move ( person )
Go to Dining_Sofa then detect Onion_Dressing  take it .,Move ( Dining_Sofa )  Find ( Onion_Dressing )  Grasp ( Onion_Dressing ) Move ( Onion_Dressing )
Go to Bar grasp Red_Tea  leave the apartment please .,Move ( Bar )  Grasp ( Red_Tea )  Move ( apartment )
Go to Dining_Room grasp Lemon_Tea throw it into Dustbin please .,Move ( Dining_Room )  Grasp ( Lemon_Tea )  Move ( Dustbin )  Place ( Lemon_Tea ) 
Move to Reception_Table  grasp Orange_Juice  leave the apartment please .,Move ( Reception_Table )  Grasp ( Orange_Juice )  Move ( apartment )
Would you go to Reception_Table  take Bath_Cleaner  bring it to Side_Table .,Move ( Reception_Table )  Grasp ( Bath_Cleaner )  Move ( Side_Table )
Go to Kitchen_Room then find a person neayby bring Onion_Dressing from Bar .,Move ( Kitchen_Room )  Find ( person )  Move ( Bar )  Grasp ( Onion_Dressing )
Well go to Dining_Table  take Long_Potato  bring it to Bar .,Move (  Dining_Table )  Grasp ( Long_Potato ) Move ( Bar )
Can you go to Visitor_Room grasp Seafood_Noodle  bring it to Side_Table .,Move ( Visitor_Room )  Grasp ( Seafood_Noodle )  Move ( Side_Table ) Grasp ( Seafood_Noodle )  Move ( Visitor_Room )
Move to Living_Sofa  grasp Orange_Juice  leave the apartment please .,Move ( Living_Sofa )  Grasp ( Orange_Juice )  Move ( apartment )
Go to Visitor_Room  find a person neayby  finally follow a person .,Move ( Visitor_Room )  Find ( person )  Follow ( person )
Call a person then ask for an order get Stick_Potato from Living_Sofa .,Say ( person )  Listen ( Stick_Potato )  Move ( Living_Sofa )  Find ( Stick_Potato )  Grasp ( Stick_Potato )  Move ( Stick_Potato )  Place ( Stick_Potato ) 
Well get Lemon_Tea from Side_Table go to Visitor_Room move to Bar .,Move ( Side_Table )  Grasp ( Lemon_Tea )  Move ( Visitor_Room )  Move ( Bar )
Go to Visitor_Room take Bleach put it on Living_Sofa please .,Move ( Visitor_Room )  Find ( Bleach )  Grasp ( Bleach )  Move ( Living_Sofa )  Place ( Bleach )
Move to Living_Table  grasp Blue_Potato  leave the apartment please .,Move ( Living_Table )  Grasp ( Blue_Potato )  Move ( apartment )
Move to Living_Sofa  go to Kitchen_Table then exit the apartment .,Move ( Living_Sofa )  Move ( Kitchen_Table )  Move ( apartment )
Go to Dining_Room take Pringles put it on Side_Table please .,Move ( Dining_Room )  Find ( Pringles )  Grasp ( Pringles )  Move ( Side_Table )  Place ( Pringles )
Go to Visitor_Room next find Bath_Cleaner grasp it .,Move ( Visitor_Room )  Find ( Bath_Cleaner )  Grasp ( Bath_Cleaner )
Go to Living_Room then find a person neayby bring Stick_Potato from Kitchen_Table .,Move ( Living_Room )  Find ( person )  Move ( Kitchen_Table )  Grasp ( Stick_Potato )
Well go to Reception_Table  take Chip_Star  bring it to Side_Table .,Move (  Reception_Table )  Grasp ( Chip_Star ) Move ( Side_Table )
Go to Dining_Room grasp Japanese_Tea place it on Dining_Table okay .,Move ( Dining_Room )  Grasp ( Japanese_Tea )  Move ( Dining_Table )  Place ( Japanese_Tea )
Move to Living_Table  next detect Japanese_Tea  get it .,Move ( Living_Table )  Find ( Japanese_Tea )  Grasp ( Japanese_Tea )
Move to Bar get Green_Tea place it on Dining_Table okay .,Move ( Bar )  Grasp ( Green_Tea ) Move ( Dining_Table )  Place ( Green_Tea )
Would you go to Dining_Room grasp Green_Tea er come back .,Move ( Dining_Room )  Find ( Green_Tea )  Comeback ( )
Go to Visitor_Room next find a person neayby get Korean_Soup from Sofa .,Move ( Visitor_Room )  Find ( person )  Move ( Sofa )  Grasp ( Korean_Soup )
Go to Corridor  go to Side_Table then exit the apartment .,Move ( Corridor )  Move ( Side_Table ) Move ( apartment )
Go to Living_Room next find Red_Tea grasp it .,Move ( Living_Room )  Find ( Red_Tea )  Grasp ( Red_Tea )
Go to Dining_Room  go to Dining_Sofa er leave the apartment .,Move ( Dining_Room )  Move ( Dining_Sofa ) Move ( apartment )
Move to Reception_Table  get Bleach  exit from Dining_Room okay .,Move ( Reception_Table )  grasp ( Bleach )  Move ( Dining_Room )
Go to Kitchen_Room then find a person neayby bring Onion_Dressing from Living_Table .,Move ( Kitchen_Room )  Find ( person )  Move ( Living_Table )  Grasp ( Onion_Dressing )
Go to Dining_Sofa get Bath_Cleaner  exit from Visitor_Room okay .,Move (  Dining_Sofa  )  grasp ( Bath_Cleaner )  Move ( Visitor_Room )
Move to Dining_Sofa  next detect Bleach  get it .,Move ( Dining_Sofa )  Find ( Bleach )  Grasp ( Bleach )
Well get Bleach from Reception_Table go to Kitchen_Room move to Kitchen_Table .,Move ( Reception_Table )  Grasp ( Bleach )  Move ( Kitchen_Room )  Move ( Kitchen_Table )
Move to Sofa  go to Reception_Table then exit the apartment .,Move ( Sofa )  Move ( Reception_Table )  Move ( apartment )
Move to Bar  next detect Japanese_Tea  get it .,Move ( Bar )  Find ( Japanese_Tea )  Grasp ( Japanese_Tea )
Move to Reception_Table  grasp Green_Tea  leave the apartment please .,Move ( Reception_Table )  Grasp ( Green_Tea )  Move ( apartment )
Go to Dining_Sofa move to Living_Table take Bath_Cleaner .,Move ( Dining_Sofa )  Move ( Living_Table )  Find ( Bath_Cleaner )  Grasp ( Bath_Cleaner )  Comeback ( )
Go to Living_Table move to Reception_Table take Seafood_Noodle .,Move ( Living_Table )  Move ( Reception_Table )  Find ( Seafood_Noodle )  Grasp ( Seafood_Noodle )  Comeback ( )
Go to Kitchen_Room grasp Red_Potato place it on Dining_Sofa okay .,Move ( Kitchen_Room )  Grasp ( Red_Potato )  Move ( Dining_Sofa )  Place ( Red_Potato )
Can you go to Kitchen_Room grasp Chip_Star  bring it to Living_Sofa .,Move ( Kitchen_Room )  Grasp ( Chip_Star )  Move ( Living_Sofa ) Grasp ( Chip_Star )  Move ( Kitchen_Room )
Well get Orange_Juice from Dining_Sofa go to Living_Room move to Living_Table .,Move ( Dining_Sofa )  Grasp ( Orange_Juice )  Move ( Living_Room )  Move ( Living_Table )
Go to Kitchen_Table go to Living_Room  and leave the apartment .,Move ( Kitchen_Table ) Move ( Living_Room ) Move ( apartment )
Go to Corridor get Pringles throw it into Dustbin please .,Move ( Corridor )  Find ( Pringles )  Grasp ( Pringles )  Move ( Dustbin )  Place ( Dustbin )
Go to Living_Sofa then detect Stick_Potato  take it .,Move ( Living_Sofa )  Find ( Stick_Potato )  Grasp ( Stick_Potato ) Move ( Stick_Potato )
Go to Kitchen_Table move to Living_Sofa  then leave the apartment .,Move ( Kitchen_Table )  Move ( Living_Sofa )  Move ( apartment )
Go to Visitor_Room er find a person neayby bring Korean_Soup from Living_Sofa .,Move ( Visitor_Room )  Find ( person )  Move ( Living_Sofa )  Grasp ( Korean_Soup )
Go to Bar move to Dining_Sofa  then leave the apartment .,Move ( Bar )  Move ( Dining_Sofa )  Move ( apartment )
Go to Visitor_Room  move to Living_Table  finally leave the apartment .,Move ( Visitor_Room )  Move ( Living_Table ) Move ( apartment )
Go to Living_Room next find Cloth_Cleaner grasp it .,Move ( Living_Room )  Find ( Cloth_Cleaner )  Grasp ( Cloth_Cleaner )
Go to Corridor next find Blue_Potato grasp it .,Move ( Corridor )  Find ( Blue_Potato )  Grasp ( Blue_Potato )
Well go to Kitchen_Table  take Orange_Juice  bring it to Side_Table .,Move (  Kitchen_Table )  Grasp ( Orange_Juice ) Move ( Side_Table )
Go to Kitchen_Room take Strawberry_Juice put it on Reception_Table please .,Move ( Kitchen_Room )  Find ( Strawberry_Juice )  Grasp ( Strawberry_Juice )  Move ( Reception_Table )  Place ( Strawberry_Juice )
Go to Living_Room go to Reception_Table  and exit from Corridor .,Move ( Living_Room )  Move ( Reception_Table )  Move ( Corridor )
Move to Living_Sofa  grasp Blue_Potato  leave the apartment please .,Move ( Living_Sofa )  Grasp ( Blue_Potato )  Move ( apartment )
Well go to Dining_Sofa  take Stick_Potato finally come back .,Move ( Dining_Sofa )  Grasp ( Stick_Potato )  Comeback ( )
Go to Kitchen_Room grasp Egg_Soup throw it into Dustbin please .,Move ( Kitchen_Room )  Grasp ( Egg_Soup )  Move ( Dustbin )  Place ( Egg_Soup ) 
Go to Reception_Table go to Dining_Room  and exit the apartment .,Move ( Reception_Table )  Move ( Reception_Table )  Move ( apartment )
Well get Long_Potato from Bar go to Corridor go to Dining_Room .,Move ( Bar )  Grasp ( Long_Potato ) Move ( Corridor )  Move ( Dining_Room )
Go to Dining_Table take Brown_Tea  leave the apartment please .,Move ( Dining_Table )  Grasp ( Brown_Tea )  Move ( apartment )
Well go to Side_Table  take Egg_Soup  bring it to Living_Table .,Move (  Side_Table )  Grasp ( Egg_Soup ) Move ( Living_Table )
Go to Kitchen_Room  move to Reception_Table  finally leave the apartment .,Move ( Kitchen_Room )  Move ( Reception_Table ) Move ( apartment )
Go to Living_Table  take Japanese_Tea put it on Reception_Table okay .,Move ( Living_Table ) Grasp ( Japanese_Tea )  Move ( Reception_Table )  Place ( Japanese_Tea )
Go to Sofa get Lemon_Tea  exit from Corridor okay .,Move (  Sofa  )  grasp ( Lemon_Tea )  Move ( Corridor )
Go to Sofa then detect Japanese_Tea  take it .,Move ( Sofa )  Find ( Japanese_Tea )  Grasp ( Japanese_Tea ) Move ( Japanese_Tea )
Go to Living_Room and find a person neayby bring Green_Tea from Living_Table .,Move ( Living_Room )  Find ( person )  Move ( Living_Table )  Grasp ( Green_Tea ) Move ( person )
Move to Side_Table  next detect Egg_Soup  get it .,Move ( Side_Table )  Find ( Egg_Soup )  Grasp ( Egg_Soup )
Go to Dining_Sofa move to Living_Table  then leave the apartment .,Move ( Dining_Sofa )  Move ( Living_Table )  Move ( apartment )
Call a person then ask for an order get Pringles from Side_Table .,Say ( person )  Listen ( Pringles )  Move ( Side_Table )  Find ( Pringles )  Grasp ( Pringles )  Move ( Pringles )  Place ( Pringles ) 
Go to Kitchen_Room  move to Dining_Sofa  finally leave the apartment .,Move ( Kitchen_Room )  Move ( Dining_Sofa ) Move ( apartment )
Go to Side_Table  take Seafood_Noodle put it on Sofa okay .,Move ( Side_Table ) Grasp ( Seafood_Noodle )  Move ( Sofa )  Place ( Seafood_Noodle )
Go to Living_Table move to Living_Sofa take Red_Potato .,Move ( Living_Table )  Move ( Living_Sofa )  Find ( Red_Potato )  Grasp ( Red_Potato )  Comeback ( )
Can you move to Kitchen_Table get Chip_Star then come back .,Move ( Kitchen_Table )  Grasp ( Chip_Star )  Comeback ( )
Move to Bar  get Korean_Soup  exit from Corridor okay .,Move ( Bar )  grasp ( Korean_Soup )  Move ( Corridor )
Go to Sofa take Cup_Star  leave the apartment please .,Move ( Sofa )  Grasp ( Cup_Star )  Move ( apartment )
Well move to Kitchen_Table grasp Japanese_Dressing then come back .,Move ( Kitchen_Table )  Move ( Japanese_Dressing )  Comeback ( )
Go to Dining_Room grasp Seafood_Noodle place it on Bar okay .,Move ( Dining_Room )  Grasp ( Seafood_Noodle )  Move ( Bar )  Place ( Seafood_Noodle )
Go to Living_Room next find a person neayby get Stick_Potato from Side_Table .,Move ( Living_Room )  Find ( person )  Move ( Side_Table )  Grasp ( Stick_Potato )
Go to Visitor_Room then find a person neayby bring Long_Potato from Living_Table .,Move ( Visitor_Room )  Find ( person )  Move ( Living_Table )  Grasp ( Long_Potato )
Go to Living_Room  move to Bar  finally leave the apartment .,Move ( Living_Room )  Move ( Bar ) Move ( apartment )
Go to Kitchen_Room get Egg_Soup throw it into Dustbin please .,Move ( Kitchen_Room )  Find ( Egg_Soup )  Grasp ( Egg_Soup )  Move ( Dustbin )  Place ( Dustbin )
Go to Dining_Table go to Dining_Room  and leave the apartment .,Move ( Dining_Table ) Move ( Dining_Room ) Move ( apartment )
Go to Living_Table move to Living_Sofa  then leave the apartment .,Move ( Living_Table )  Move ( Living_Sofa )  Move ( apartment )
Would you move to Dining_Sofa grasp Red_Tea and come back .,Move ( Dining_Sofa )  Grasp ( Red_Tea )  Comeback ( )
Well get Red_Tea from Side_Table go to Living_Room move to Bar .,Move ( Side_Table )  Grasp ( Red_Tea )  Move ( Living_Room )  Move ( Bar )
Move to Sofa  next detect Bleach  get it .,Move ( Sofa )  Find ( Bleach )  Grasp ( Bleach )
Go to Visitor_Room  find a person neayby  finally follow a person .,Move ( Visitor_Room )  Find ( person )  Follow ( person )
Well get Softner from Kitchen_Table go to Visitor_Room go to Corridor .,Move ( Kitchen_Table )  Grasp ( Softner ) Move ( Visitor_Room )  Move ( Corridor )
Well get Pringles from Dining_Sofa go to Corridor go to Living_Room .,Move ( Dining_Sofa )  Grasp ( Pringles ) Move ( Corridor )  Move ( Living_Room )
Move to Dining_Table  go to Reception_Table then exit the apartment .,Move ( Dining_Table )  Move ( Reception_Table )  Move ( apartment )
Go to Reception_Table move to Dining_Sofa  then leave the apartment .,Move ( Reception_Table )  Move ( Dining_Sofa )  Move ( apartment )
Can you go to Visitor_Room grasp Pringles  bring it to Kitchen_Table .,Move ( Visitor_Room )  Grasp ( Pringles )  Move ( Kitchen_Table ) Grasp ( Pringles )  Move ( Visitor_Room )
Would you bring Lemon_Tea from Sofa go to Living_Sofa go to Dining_Sofa  .,Move ( Sofa )  Plcae ( Lemon_Tea )  Move ( Living_Sofa )  Move ( Living_Sofa ) 
Move to Reception_Table  go to Dining_Table then exit the apartment .,Move ( Reception_Table )  Move ( Dining_Table )  Move ( apartment )
Would you move to Dining_Table take Cup_Noodle then come back .,Move ( Dining_Table )  Grasp ( Cup_Noodle )  Comeback ( )
Go to Living_Room grasp Pringles place it on Reception_Table okay .,Move ( Living_Room )  Grasp ( Pringles )  Move ( Reception_Table )  Place ( Pringles )
Go to Dining_Room and find a person neayby bring Onion_Dressing from Living_Sofa .,Move ( Dining_Room )  Find ( person )  Move ( Living_Sofa )  Grasp ( Onion_Dressing ) Move ( person )
Well move to Reception_Table get Blue_Potato and come back .,Move ( Reception_Table )  Grasp ( Blue_Potato )  Move ( Reception_Table )  Grasp ( Blue_Potato )  Comeback ( )
Go to Living_Room get Korean_Soup throw it into Dustbin please .,Move ( Living_Room )  Find ( Korean_Soup )  Grasp ( Korean_Soup )  Move ( Dustbin )  Place ( Dustbin )
Would you go to Visitor_Room grasp Cup_Star finally come back .,Move ( Visitor_Room )  Grasp ( Cup_Star ) Comeback ( )
Well go to Dining_Sofa  take Lemon_Tea  bring it to Sofa .,Move (  Dining_Sofa )  Grasp ( Lemon_Tea ) Move ( Sofa )
Would you move to Living_Sofa take Cup_Noodle then come back .,Move ( Living_Sofa )  Grasp ( Cup_Noodle )  Comeback ( )
Would you go to Living_Room grasp Egg_Soup er come back .,Move ( Living_Room )  Find ( Egg_Soup )  Comeback ( )
Go to Living_Sofa find a person neayby  er follow a person .,Move ( Living_Sofa )  Find ( person )  Follow ( person )
Go to Dining_Room er find a person neayby bring Orange_Juice from Sofa .,Move ( Dining_Room )  Find ( person )  Move ( Sofa )  Grasp ( Orange_Juice )
Go to Dining_Room grasp Dish_Cleaner place it on Dining_Sofa okay .,Move ( Dining_Room )  Grasp ( Dish_Cleaner )  Move ( Dining_Sofa )  Place ( Dish_Cleaner )
Go to Kitchen_Table next detect Blue_Potato  take it .,Move ( Kitchen_Table )  Find ( Blue_Potato )  Grasp ( Blue_Potato )
Can you go to Visitor_Room grasp Red_Tea  bring it to Living_Sofa .,Move ( Visitor_Room )  Grasp ( Red_Tea )  Move ( Living_Sofa ) Grasp ( Red_Tea )  Move ( Visitor_Room )
Go to Dining_Table next detect Egg_Soup  take it .,Move ( Dining_Table )  Find ( Egg_Soup )  Grasp ( Egg_Soup )
Go to Dining_Sofa take Cup_Star  leave the apartment please .,Move ( Dining_Sofa )  Grasp ( Cup_Star )  Move ( apartment )
Well go to Sofa  take Brown_Tea finally come back .,Move ( Sofa )  Grasp ( Brown_Tea )  Comeback ( )
Well go to Side_Table  take Chip_Star finally come back .,Move ( Side_Table )  Grasp ( Chip_Star )  Comeback ( )
Well go to Dining_Table  take Red_Tea finally come back .,Move ( Dining_Table )  Grasp ( Red_Tea )  Comeback ( )
Well go to Living_Sofa  take Green_Tea finally come back .,Move ( Living_Sofa )  Grasp ( Green_Tea )  Comeback ( )
Would you go to Corridor grasp Pringles er come back .,Move ( Corridor )  Find ( Pringles )  Comeback ( )
Well move to Sofa get Red_Potato and come back .,Move ( Sofa )  Grasp ( Red_Potato )  Move ( Sofa )  Grasp ( Red_Potato )  Comeback ( )
