data,labeldata
Would you go to Visitor_Room Grasp Strawberry_Juice er come back .,Move ( Visitor_Room ) Find ( Strawberry_Juice Visitor_Room ) Move ( HERE )
Well go to Reception_Table take Cup_Noodle bring it to Living_Table .,Move ( Reception_Table ) Find ( Cup_Noodle Reception_Table ) Grasp ( Cup_Noodle ) Move ( Living_Table )
Call a person then ask for an order get spray_bottle from Side_Table .,Say ( person ) Listen ( spray_bottle ) Move ( Side_Table ) Find ( spray_bottle Side_Table ) Grasp ( spray_bottle ) Move ( spray_bottle ) Place ( spray_bottle Side_Table ) 
Go to Visitor_Room Grasp Dish_Cleaner place it on Living_Sofa okay .,Move ( Visitor_Room ) Grasp ( Dish_Cleaner ) Move ( Living_Sofa ) Place ( Dish_Cleaner Living_Sofa )
Go to kitchen Grasp Blue_Potato throw it into Dustbin please .,Move ( kitchen ) Grasp ( Blue_Potato ) Move ( Dustbin ) Place ( Blue_Potato Dustbin ) 
Well go to Bar take Dish_Cleaner finally come back .,Move ( Bar ) Grasp ( Dish_Cleaner ) Move ( HERE )
Move to Bar find a person neayby then follow a person .,Move ( Bar ) Find ( person Bar ) Follow ( pesron )
Can you go to kitchen Grasp cubic_clock bring it to Dining_Table .,Move ( kitchen ) Find ( cubic_clock kitchen ) Grasp ( cubic_clock ) Move ( Dining_Table ) Find ( cubic_clock Dining_Table ) Grasp ( cubic_clock ) Move ( kitchen )
Move to Bar get toy_car place it on Living_Sofa okay .,Move ( Bar ) Find ( toy_car Bar ) Grasp ( toy_car ) Move ( Living_Sofa ) Place ( toy_car Bar )
Go to bed_room Grasp bell_pepper place it on Sofa okay .,Move ( bed_room ) Grasp ( bell_pepper ) Move ( Sofa ) Place ( bell_pepper Sofa )
Well get Cloth_Cleaner from Bar go to lobby go to Dining_Room .,Move ( Bar ) Find ( Cloth_Cleaner Bar ) Grasp ( Cloth_Cleaner ) Move ( lobby ) Move ( Dining_Room )
Go to bed_room Grasp hourglass place it on Kitchen_Table okay .,Move ( bed_room ) Grasp ( hourglass ) Move ( Kitchen_Table ) Place ( hourglass Kitchen_Table )
Well move to Living_Table get pink_cup and come back .,Move ( Living_Table ) Grasp ( pink_cup ) Move ( Living_Table ) Grasp ( pink_cup ) Move ( HERE )
Go to Living_Room er find a person neayby bring bell_pepper from Kitchen_Table .,Move ( Living_Room ) Find ( person Living_Room ) Move ( Kitchen_Table ) Grasp ( bell_pepper )
Go to lobby Grasp filled_plastic_bottle place it on Kitchen_Table okay .,Move ( lobby ) Grasp ( filled_plastic_bottle ) Move ( Kitchen_Table ) Place ( filled_plastic_bottle Kitchen_Table )
Would you move to Dining_Sofa get white_cup bring it to Living_Sofa .,Move ( Dining_Sofa ) Find ( white_cup Dining_Sofa ) Grasp ( white_cup ) Move ( Living_Sofa )
Can you bring toy_car from Sofa go to Living_Room move to Bar .,Move ( Sofa ) Find ( toy_car Sofa ) Grasp ( toy_car ) Move ( Living_Room ) ( Bar )
Go to Bar Grasp filled_plastic_bottle leave the apartment please .,Move ( Bar ) Grasp ( filled_plastic_bottle ) Move ( apartment )
Go to Living_Table take rabbit_doll put it on Dining_Sofa okay .,Move ( Living_Table ) Grasp ( rabbit_doll ) Move ( Dining_Sofa ) Place ( rabbit_doll Living_Table )
Would you move to Dining_Sofa Grasp toy_car and come back .,Move ( Dining_Sofa ) Grasp ( toy_car ) Move ( HERE )
Go to Living_Room and find a person neayby bring Dish_Cleaner from Kitchen_Table .,Move ( Living_Room ) Find ( person Living_Room ) Move ( Kitchen_Table ) Grasp ( Dish_Cleaner ) Move ( person )
Go to Visitor_Room Grasp nursing_bottle throw it into Dustbin okay .,Move ( Visitor_Room ) Find ( nursing_bottle Visitor_Room ) Grasp ( nursing_bottle ) Move ( Dustbin ) Place ( nursing_bottle Dustbin ) 
Would you go to Living_Table take Orange_Juice er come back .,Move ( Living_Table ) Find ( Orange_Juice Living_Table ) Grasp ( Orange_Juice ) Move ( HERE )
Move to Side_Table go to Living_Sofa then exit the apartment .,Move ( Side_Table ) Move ( Living_Sofa ) Move ( apartment )
Can you go to Reception_Table take camera carry it to Side_Table .,Move ( Reception_Table ) Find ( camera Reception_Table ) Grasp ( camera ) Move ( Side_Table )
Move to Living_Table next detect hourglass get it .,Move ( Living_Table ) Find ( hourglass Living_Table ) Grasp ( hourglass )
Move to Kitchen_Table go to Reception_Table then exit the apartment .,Move ( Kitchen_Table ) Move ( Reception_Table ) Move ( apartment )
Would you go to lobby Grasp spray_bottle finally come back .,Move ( lobby ) Find ( spray_bottle lobby ) Grasp ( spray_bottle ) Move ( HERE )
Go to Living_Room go to Living_Table er leave the apartment .,Move ( Living_Room ) Move ( Living_Table ) Move ( apartment )
Well go to Living_Table take Blue_Potato bring it to Sofa .,Move ( Living_Table ) Find ( Blue_Potato Living_Table ) Grasp ( Blue_Potato ) Move ( Sofa )
Go to Reception_Table and find a person neayby bring camera from Living_Table .,Move ( Reception_Table ) Find ( camera Reception_Table ) Grasp ( camera ) Find ( pesron Reception_Table ) Plcae ( camera PERSON )
Well go to Living_Sofa take rubik's_cube finally come back .,Move ( Living_Sofa ) Grasp ( rubik's_cube ) Move ( HERE )
Go to Kitchen_Table go to kitchen and leave the apartment .,Move ( Kitchen_Table ) Move ( kitchen ) Move ( apartment )
Go to Dining_Table take cigarette put it on Sofa okay .,Move ( Dining_Table ) Grasp ( cigarette ) Move ( Sofa ) Place ( cigarette Dining_Table )
Go to Dining_Sofa find a person neayby finally follow a person .,Move ( Dining_Sofa ) Find ( person Dining_Sofa ) Follow ( person )
Can you move to Dining_Table get cubic_clock then come back .,Move ( Dining_Table ) Grasp ( cubic_clock ) Move ( HERE )
Would you go to bed_room Grasp Cup_Star er come back .,Move ( bed_room ) Find ( Cup_Star bed_room ) Move ( HERE )
Move to Dining_Sofa next detect bell_pepper get it .,Move ( Dining_Sofa ) Find ( bell_pepper Dining_Sofa ) Grasp ( bell_pepper )
Well go to Dining_Table take Bath_Cleaner finally come back .,Move ( Dining_Table ) Grasp ( Bath_Cleaner ) Move ( HERE )
Go to Dining_Room Grasp Long_Potato throw it into Dustbin okay .,Move ( Dining_Room ) Find ( Long_Potato Dining_Room ) Grasp ( Long_Potato ) Move ( Dustbin ) Place ( Long_Potato Dustbin ) 
Go to Kitchen_Table take salt leave the apartment please .,Move ( Kitchen_Table ) Grasp ( salt ) Move ( apartment )
Go to Corridor get Strawberry_Juice throw it into Dustbin please .,Move ( Corridor ) Find ( Strawberry_Juice Corridor ) Grasp ( Strawberry_Juice ) Move ( Dustbin ) Place ( Strawberry_Juice Dustbin )
Go to Visitor_Room and find a person neayby bring empty_ketchup from Kitchen_Table .,Move ( Visitor_Room ) Find ( person Visitor_Room ) Move ( Kitchen_Table ) Grasp ( empty_ketchup ) Move ( person )
Go to Dining_Sofa take bell_pepper put it on Bar please .,Move ( Dining_Sofa ) Find ( bell_pepper Dining_Sofa ) Grasp ( bell_pepper ) Plcae ( bell_pepper Bar )
Well go to Kitchen_Table take Seafood_Noodle finally come back .,Move ( Kitchen_Table ) Grasp ( Seafood_Noodle ) Move ( HERE )
Go to lobby take bell_pepper put it on Reception_Table please .,Move ( lobby ) Find ( bell_pepper lobby ) Grasp ( bell_pepper ) Move ( Reception_Table ) Place ( bell_pepper Reception_Table )
Go to Visitor_Room next find Green_Tea Grasp it .,Move ( Visitor_Room ) Find ( Green_Tea Visitor_Room ) Grasp ( Green_Tea )
Go to Dining_Room er find a person neayby bring Japanese_Tea from Sofa .,Move ( Dining_Room ) Find ( person Dining_Room ) Move ( Sofa ) Grasp ( Japanese_Tea )
Go to Dining_Sofa take Onion_Dressing put it on Reception_Table okay .,Move ( Dining_Sofa ) Grasp ( Onion_Dressing ) Move ( Reception_Table ) Place ( Onion_Dressing Dining_Sofa )
Go to Reception_Table take bear_doll put it on Bar okay .,Move ( Reception_Table ) Grasp ( bear_doll ) Move ( Bar ) Place ( bear_doll Reception_Table )
Go to Kitchen_Table take Orange_Juice put it on Sofa please .,Move ( Kitchen_Table ) Find ( Orange_Juice Kitchen_Table ) Grasp ( Orange_Juice ) Plcae ( Orange_Juice Sofa )
Move to Bar find a person neayby then follow a person .,Move ( Bar ) Find ( person Bar ) Follow ( pesron )
Go to kitchen Grasp bear_doll throw it into Dustbin okay .,Move ( kitchen ) Find ( bear_doll kitchen ) Grasp ( bear_doll ) Move ( Dustbin ) Place ( bear_doll Dustbin ) 
Would you move to Sofa get Egg_Soup bring it to Dining_Table .,Move ( Sofa ) Find ( Egg_Soup Sofa ) Grasp ( Egg_Soup ) Move ( Dining_Table )
Go to lobby Grasp Chip_Star throw it into Dustbin okay .,Move ( lobby ) Find ( Chip_Star lobby ) Grasp ( Chip_Star ) Move ( Dustbin ) Place ( Chip_Star Dustbin ) 
Go to Bar go to bed_room and leave the apartment .,Move ( Bar ) Move ( bed_room ) Move ( apartment )
Go to Dining_Room go to Living_Table then exit the apartment .,Move ( Dining_Room ) Move ( Living_Table ) Move ( apartment )
Go to kitchen take Cup_Noodle put it on Sofa please .,Move ( kitchen ) Find ( Cup_Noodle kitchen ) Grasp ( Cup_Noodle ) Move ( Sofa ) Place ( Cup_Noodle Sofa )
Go to Dining_Table then detect ground_pepper take it .,Move ( Dining_Table ) Find ( ground_pepper Dining_Table ) Grasp ( ground_pepper ) Move ( ground_pepper )
Would you move to Side_Table get pink_cup bring it to Bar .,Move ( Side_Table ) Find ( pink_cup Side_Table ) Grasp ( pink_cup ) Move ( Bar )
Go to Living_Table move to Bar then leave the apartment .,Move ( Living_Table ) Move ( Bar ) Move ( apartment )
Would you go to bed_room Grasp nursing_bottle er come back .,Move ( bed_room ) Find ( nursing_bottle bed_room ) Move ( HERE )
Would you bring hourglass from Bar move to Dining_Sofa go to Visitor_Room .,Move ( Bar ) Find ( hourglass Bar ) Move ( Dining_Sofa ) Move ( Visitor_Room )
Can you go to kitchen get rabbit_doll then come back .,Move ( kitchen ) Find ( rabbit_doll kitchen ) Grasp ( rabbit_doll ) Move ( HERE )
Go to Corridor next find Egg_Soup take it .,Move ( Corridor ) Find ( Egg_Soup Corridor ) Grasp ( Egg_Soup ) 
Would you go to Dining_Sofa take toy_penguin bring it to Dining_Table .,Move ( Dining_Sofa ) Find ( toy_penguin Dining_Sofa ) Grasp ( toy_penguin ) Move ( Dining_Table )
Go to lobby go to Kitchen_Table then exit the apartment .,Move ( lobby ) Move ( Kitchen_Table ) Move ( apartment )
Well move to Kitchen_Table Grasp Japanese_Tea then come back .,Move ( Kitchen_Table ) Move ( Japanese_Tea ) Move ( HERE )
Go to Sofa and find a person neayby bring white_cup from Living_Sofa .,Move ( Sofa ) Find ( white_cup Sofa ) Grasp ( white_cup ) Find ( pesron Sofa ) Plcae ( white_cup PERSON )
Can you go to Living_Sofa take Brown_Tea carry it to Kitchen_Table .,Move ( Living_Sofa ) Find ( Brown_Tea Living_Sofa ) Grasp ( Brown_Tea ) Move ( Kitchen_Table )
Move to Kitchen_Table get white_cup exit from Corridor okay .,Move ( Kitchen_Table ) Find ( white_cup Kitchen_Table ) Grasp ( white_cup ) Move ( Corridor )
Would you go to Kitchen_Room Grasp toy_penguin er come back .,Move ( Kitchen_Room ) Find ( toy_penguin Kitchen_Room ) Move ( HERE )
Go to Bar move to Dining_Table then leave the apartment .,Move ( Bar ) Move ( Dining_Table ) Move ( apartment )
Well move to Sofa Grasp Stick_Potato then come back .,Move ( Sofa ) Move ( Stick_Potato ) Move ( HERE )
Go to Sofa and find a person neayby bring Seafood_Noodle from Bar .,Move ( Sofa ) Find ( Seafood_Noodle Sofa ) Grasp ( Seafood_Noodle ) Find ( pesron Sofa ) Plcae ( Seafood_Noodle PERSON )
Go to Living_Table go to kitchen and leave the apartment .,Move ( Living_Table ) Move ( kitchen ) Move ( apartment )
Well move to Kitchen_Table get pink_cup and come back .,Move ( Kitchen_Table ) Grasp ( pink_cup ) Move ( Kitchen_Table ) Grasp ( pink_cup ) Move ( HERE )
Go to Kitchen_Room go to Kitchen_Table and exit from Corridor .,Move ( Kitchen_Room ) Move ( Kitchen_Table ) Move ( Corridor )
Go to bed_room get Orange_Juice throw it into Dustbin please .,Move ( bed_room ) Find ( Orange_Juice bed_room ) Grasp ( Orange_Juice ) Move ( Dustbin ) Place ( Orange_Juice Dustbin )
Well move to Bar Grasp white_cup then come back .,Move ( Bar ) Move ( white_cup ) Move ( HERE )
Go to kitchen Grasp Japanese_Tea throw it into Dustbin please .,Move ( kitchen ) Grasp ( Japanese_Tea ) Move ( Dustbin ) Place ( Japanese_Tea Dustbin ) 
Well go to Dining_Sofa take spray_bottle finally come back .,Move ( Dining_Sofa ) Grasp ( spray_bottle ) Move ( HERE )
Go to bed_room then find a person neayby bring sugar from Side_Table .,Move ( bed_room ) Find ( person bed_room ) Move ( Side_Table ) Grasp ( sugar )
Would you go to Living_Sofa take Stick_Potato er come back .,Move ( Living_Sofa ) Find ( Stick_Potato Living_Sofa ) Grasp ( Stick_Potato ) Move ( HERE )
Go to Living_Room next find a person neayby get sugar from Dining_Sofa .,Move ( Living_Room ) Find ( person ) Move ( Dining_Sofa ) Grasp ( sugar )
Would you move to Living_Sofa get empty_plastic_bottle bring it to Side_Table .,Move ( Living_Sofa ) Find ( empty_plastic_bottle Living_Sofa ) Grasp ( empty_plastic_bottle ) Move ( Side_Table )
Well move to Sofa get twin_bell_alarm_clock and come back .,Move ( Sofa ) Grasp ( twin_bell_alarm_clock ) Move ( Sofa ) Grasp ( twin_bell_alarm_clock ) Move ( HERE )
Go to Dining_Room go to Dining_Table er leave the apartment .,Move ( Dining_Room ) Move ( Dining_Table ) Move ( apartment )
Would you bring sauce from Dining_Table go to Dining_Sofa go to Living_Table .,Move ( Dining_Table ) Place ( sauce Dining_Table ) Move ( Dining_Sofa ) Move ( Dining_Sofa ) 
Would you go to kitchen Grasp apple er come back .,Move ( kitchen ) Find ( apple kitchen ) Move ( HERE )
Go to Living_Sofa next detect rabbit_doll take it .,Move ( Living_Sofa ) Find ( rabbit_doll Living_Sofa ) Grasp ( rabbit_doll )
Can you go to Kitchen_Room get Cloth_Cleaner then come back .,Move ( Kitchen_Room ) Find ( Cloth_Cleaner Kitchen_Room ) Grasp ( Cloth_Cleaner ) Move ( HERE )
Go to Kitchen_Table take Cup_Star put it on Living_Sofa please .,Move ( Kitchen_Table ) Find ( Cup_Star Kitchen_Table ) Grasp ( Cup_Star ) Plcae ( Cup_Star Living_Sofa )
Go to Dining_Sofa take toy_car put it on Sofa okay .,Move ( Dining_Sofa ) Grasp ( toy_car ) Move ( Sofa ) Place ( toy_car Dining_Sofa )
Go to Kitchen_Room go to Bar er leave the apartment .,Move ( Kitchen_Room ) Move ( Bar ) Move ( apartment )
Go to Reception_Table take Cup_Noodle put it on Dining_Sofa please .,Move ( Reception_Table ) Find ( Cup_Noodle Reception_Table ) Grasp ( Cup_Noodle ) Plcae ( Cup_Noodle Dining_Sofa )
Go to Dining_Sofa then detect spray_bottle take it .,Move ( Dining_Sofa ) Find ( spray_bottle Dining_Sofa ) Grasp ( spray_bottle ) Move ( spray_bottle )
Go to bed_room move to Dining_Table then leave the apartment .,Move ( bed_room ) Move ( Dining_Table ) Move ( apartment )
Well go to Side_Table take bear_doll bring it to Kitchen_Table .,Move ( Side_Table ) Find ( bear_doll Side_Table ) Grasp ( bear_doll ) Move ( Kitchen_Table )
Go to Bar move to Living_Table take camera .,Move ( Bar ) Move ( Living_Table ) Find ( camera Bar ) Grasp ( camera ) Move ( HERE )
Move to Dining_Sofa next detect rabbit_doll get it .,Move ( Dining_Sofa ) Find ( rabbit_doll Dining_Sofa ) Grasp ( rabbit_doll )
Go to Dining_Sofa take Red_Potato put it on Dining_Table okay .,Move ( Dining_Sofa ) Grasp ( Red_Potato ) Move ( Dining_Table ) Place ( Red_Potato Dining_Sofa )
Move to Sofa get Chip_Star exit from lobby okay .,Move ( Sofa ) Find ( Chip_Star Sofa ) Grasp ( Chip_Star ) Move ( lobby )
Well move to Living_Sofa Grasp rabbit_doll then come back .,Move ( Living_Sofa ) Move ( rabbit_doll ) Move ( HERE )
Go to Dining_Sofa get sugar exit from Living_Room okay .,Move ( Dining_Sofa ) Find ( sugar Dining_Sofa ) Grasp ( sugar ) Move ( Living_Room )
Go to Living_Room er find a person neayby bring canned_juice from Bar .,Move ( Living_Room ) Find ( person Living_Room ) Move ( Bar ) Grasp ( canned_juice )
Go to Kitchen_Room next find Seafood_Noodle Grasp it .,Move ( Kitchen_Room ) Find ( Seafood_Noodle Kitchen_Room ) Grasp ( Seafood_Noodle )
Go to Sofa and find a person neayby bring soysauce from Living_Sofa .,Move ( Sofa ) Find ( soysauce Sofa ) Grasp ( soysauce ) Find ( pesron Sofa ) Plcae ( soysauce PERSON )
Go to lobby next find Blue_Potato take it .,Move ( lobby ) Find ( Blue_Potato lobby ) Grasp ( Blue_Potato ) 
Go to bed_room then find a person neayby bring Orange_Juice from Living_Table .,Move ( bed_room ) Find ( person bed_room ) Move ( Living_Table ) Grasp ( Orange_Juice )
Go to Dining_Room move to Living_Table then leave the apartment .,Move ( Dining_Room ) Move ( Living_Table ) Move ( apartment )
Go to Kitchen_Room Grasp Blue_Potato place it on Bar okay .,Move ( Kitchen_Room ) Grasp ( Blue_Potato ) Move ( Bar ) Place ( Blue_Potato Bar )
Well move to Dining_Table get nursing_bottle and come back .,Move ( Dining_Table ) Grasp ( nursing_bottle ) Move ( Dining_Table ) Grasp ( nursing_bottle ) Move ( HERE )
Move to Living_Table go to Bar then exit the apartment .,Move ( Living_Table ) Move ( Bar ) Move ( apartment )
Well move to Bar Grasp apple then come back .,Move ( Bar ) Move ( apple ) Move ( HERE )
Well move to Dining_Sofa Grasp Bath_Cleaner then come back .,Move ( Dining_Sofa ) Move ( Bath_Cleaner ) Move ( HERE )
Move to Living_Sofa and detect salt get it .,Move ( Living_Sofa ) Find ( salt Living_Sofa ) Grasp ( salt )
Go to Corridor move to Living_Sofa finally leave the apartment .,Move ( Corridor ) Move ( Living_Sofa ) Move ( apartment )
Can you go to Dining_Room get Bath_Cleaner then come back .,Move ( Dining_Room ) Find ( Bath_Cleaner Dining_Room ) Grasp ( Bath_Cleaner ) Move ( HERE )
Go to Dining_Table move to Living_Table take tumbler .,Move ( Dining_Table ) Move ( Living_Table ) Find ( tumbler Dining_Table ) Grasp ( tumbler ) Move ( HERE )
Go to Reception_Table go to Visitor_Room and leave the apartment .,Move ( Reception_Table ) Move ( Visitor_Room ) Move ( apartment )
Go to Dining_Table move to Kitchen_Table take ground_pepper .,Move ( Dining_Table ) Move ( Kitchen_Table ) Find ( ground_pepper Dining_Table ) Grasp ( ground_pepper ) Move ( HERE )
Go to Dining_Table and find a person neayby bring Lemon_Tea from Sofa .,Move ( Dining_Table ) Find ( Lemon_Tea Dining_Table ) Grasp ( Lemon_Tea ) Find ( pesron Dining_Table ) Plcae ( Lemon_Tea PERSON )
Go to Sofa Grasp toy_car leave the apartment please .,Move ( Sofa ) Grasp ( toy_car ) Move ( apartment )
Move to Dining_Sofa next detect apple get it .,Move ( Dining_Sofa ) Find ( apple Dining_Sofa ) Grasp ( apple )
