data,labeldata
Go to Reception_Table take Long_Potato put it on Dining_Sofa please .,Move ( Reception_Table ) Find ( Long_Potato Reception_Table ) Grasp ( Long_Potato ) Plcae ( Long_Potato Dining_Sofa )
Can you go to Visitor_Room get Bleach then come back .,Move ( Visitor_Room ) Find ( Bleach Visitor_Room ) Grasp ( Bleach ) Move ( HERE )
Can you go to Corridor get bell_pepper then come back .,Move ( Corridor ) Find ( bell_pepper Corridor ) Grasp ( bell_pepper ) Move ( HERE )
Go to Living_Room go to Living_Sofa and exit from Corridor .,Move ( Living_Room ) Move ( Living_Sofa ) Move ( Corridor )
Go to Dining_Table find a person nearby er follow a person .,Move ( Dining_Table ) Find ( person Dining_Table ) Follow ( person )
Go to Kitchen_Room Grasp empty_plastic_bottle throw it into Dustbin please .,Move ( Kitchen_Room ) Grasp ( empty_plastic_bottle ) Move ( Dustbin ) Place ( empty_plastic_bottle Dustbin ) 
Go to Dining_Table find a person nearby er follow a person .,Move ( Dining_Table ) Find ( person Dining_Table ) Follow ( person )
Move to Sofa find a person nearby then follow a person .,Move ( Sofa ) Find ( person Sofa ) Follow ( pesron )
Would you go to Dining_Sofa get toy_car carry it to Bar .,Move ( Dining_Sofa ) Find ( toy_car Dining_Sofa ) Grasp ( toy_car ) Move ( Bar )
Would you go to Living_Table get sauce carry it to Side_Table .,Move ( Living_Table ) Find ( sauce Living_Table ) Grasp ( sauce ) Move ( Side_Table )
Move to Kitchen_Table go to Reception_Table then exit the apartment .,Move ( Kitchen_Table ) Move ( Reception_Table ) Move ( apartment )
Go to Living_Sofa move to Sofa take toy_car .,Move ( Living_Sofa ) Move ( Sofa ) Find ( toy_car Living_Sofa ) Grasp ( toy_car ) Move ( HERE )
Would you move to Side_Table get empty_plastic_bottle bring it to Dining_Table .,Move ( Side_Table ) Find ( empty_plastic_bottle Side_Table ) Grasp ( empty_plastic_bottle ) Move ( Dining_Table )
Move to Reception_Table next detect Cup_Star get it .,Move ( Reception_Table ) Find ( Cup_Star Reception_Table ) Grasp ( Cup_Star )
Well go to Side_Table take hourglass bring it to Sofa .,Move ( Side_Table ) Find ( hourglass Side_Table ) Grasp ( hourglass ) Move ( Sofa )
Go to Dining_Room go to Dining_Sofa er leave the apartment .,Move ( Dining_Room ) Move ( Dining_Sofa ) Move ( apartment )
Go to Kitchen_Room next find rubik's_cube Grasp it .,Move ( Kitchen_Room ) Find ( rubik's_cube Kitchen_Room ) Grasp ( rubik's_cube )
Move to Side_Table find a person nearby then follow a person .,Move ( Side_Table ) Find ( person Side_Table ) Follow ( pesron )
Move to Bar find a person nearby then follow a person .,Move ( Bar ) Find ( person Bar ) Follow ( pesron )
Go to Living_Sofa and detect hourglass Grasp it .,Move ( Living_Sofa ) Find ( hourglass Living_Sofa ) Grasp ( hourglass ) 
Go to Corridor Grasp empty_plastic_bottle throw it into Dustbin please .,Move ( Corridor ) Grasp ( empty_plastic_bottle ) Move ( Dustbin ) Place ( empty_plastic_bottle Dustbin ) 
Go to Visitor_Room go to Sofa then exit the apartment .,Move ( Visitor_Room ) Move ( Sofa ) Move ( apartment )
Go to Corridor Grasp cigarette throw it into Dustbin okay .,Move ( Corridor ) Find ( cigarette Corridor ) Grasp ( cigarette ) Move ( Dustbin ) Place ( cigarette Dustbin ) 
Go to bed_room take empty_ketchup put it on Dining_Table please .,Move ( bed_room ) Find ( empty_ketchup bed_room ) Grasp ( empty_ketchup ) Move ( Dining_Table ) Place ( empty_ketchup Dining_Table )
Well go to Reception_Table take nursing_bottle finally come back .,Move ( Reception_Table ) Grasp ( nursing_bottle ) Move ( HERE )
Move to Reception_Table go to Sofa then exit the apartment .,Move ( Reception_Table ) Move ( Sofa ) Move ( apartment )
Go to kitchen take soysauce put it on Living_Sofa please .,Move ( kitchen ) Find ( soysauce kitchen ) Grasp ( soysauce ) Move ( Living_Sofa ) Place ( soysauce Living_Sofa )
Well get Red_Potato from Reception_Table go to bed_room move to Bar .,Move ( Reception_Table ) Grasp ( Red_Potato ) Move ( bed_room ) Move ( Bar )
Go to Dining_Room then find a person nearby bring dog_doll from Living_Table .,Move ( Dining_Room ) Find ( person Dining_Room ) Move ( Living_Table ) Grasp ( dog_doll )
Go to lobby get Stick_Potato throw it into Dustbin please .,Move ( lobby ) Find ( Stick_Potato lobby ) Grasp ( Stick_Potato ) Move ( Dustbin ) Place ( Stick_Potato Dustbin )
Would you move to Side_Table get Bleach bring it to Kitchen_Table .,Move ( Side_Table ) Find ( Bleach Side_Table ) Grasp ( Bleach ) Move ( Kitchen_Table )
Go to Bar and detect Egg_Soup Grasp it .,Move ( Bar ) Find ( Egg_Soup Bar ) Grasp ( Egg_Soup ) 
Go to Reception_Table take empty_plastic_bottle put it on Living_Sofa okay .,Move ( Reception_Table ) Grasp ( empty_plastic_bottle ) Move ( Living_Sofa ) Place ( empty_plastic_bottle Reception_Table )
Go to Side_Table find a person nearby finally follow a person .,Move ( Side_Table ) Find ( person Side_Table ) Follow ( person )
Can you go to bed_room get Cup_Noodle then come back .,Move ( bed_room ) Find ( Cup_Noodle bed_room ) Grasp ( Cup_Noodle ) Move ( HERE )
Go to Reception_Table move to Bar then leave the apartment .,Move ( Reception_Table ) Move ( Bar ) Move ( apartment )
Move to Dining_Sofa get toy_car exit from Corridor okay .,Move ( Dining_Sofa ) Find ( toy_car Dining_Sofa ) Grasp ( toy_car ) Move ( Corridor )
Would you go to Dining_Room Grasp Japanese_Tea er come back .,Move ( Dining_Room ) Find ( Japanese_Tea Dining_Room ) Move ( HERE )
Would you go to Dining_Room Grasp pink_cup er come back .,Move ( Dining_Room ) Find ( pink_cup Dining_Room ) Move ( HERE )
Go to lobby move to Living_Sofa then leave the apartment .,Move ( lobby ) Move ( Living_Sofa ) Move ( apartment )
Can you go to Corridor get Japanese_Tea then come back .,Move ( Corridor ) Find ( Japanese_Tea Corridor ) Grasp ( Japanese_Tea ) Move ( HERE )
Go to kitchen go to Reception_Table then exit the apartment .,Move ( kitchen ) Move ( Reception_Table ) Move ( apartment )
Move to Dining_Table next detect nursing_bottle get it .,Move ( Dining_Table ) Find ( nursing_bottle Dining_Table ) Grasp ( nursing_bottle )
Go to Living_Table go to Corridor and leave the apartment .,Move ( Living_Table ) Move ( Corridor ) Move ( apartment )
Go to bed_room take apple put it on Dining_Sofa please .,Move ( bed_room ) Find ( apple bed_room ) Grasp ( apple ) Move ( Dining_Sofa ) Place ( apple Dining_Sofa )
Would you move to Reception_Table take canned_juice then come back .,Move ( Reception_Table ) Find ( canned_juice Reception_Table ) Grasp ( canned_juice ) Move ( HERE )
Move to Living_Sofa next detect Red_Potato get it .,Move ( Living_Sofa ) Find ( Red_Potato Living_Sofa ) Grasp ( Red_Potato )
Move to Kitchen_Table next detect Blue_Potato get it .,Move ( Kitchen_Table ) Find ( Blue_Potato Kitchen_Table ) Grasp ( Blue_Potato )
Go to Bar go to kitchen and exit the apartment .,Move ( Bar ) Move ( Bar ) Move ( apartment )
Go to Dining_Room Grasp Cup_Star throw it into Dustbin please .,Move ( Dining_Room ) Grasp ( Cup_Star ) Move ( Dustbin ) Place ( Cup_Star Dustbin ) 
Move to Reception_Table Grasp Bath_Cleaner leave the apartment please .,Move ( Reception_Table ) Find ( Bath_Cleaner Reception_Table ) Grasp ( Bath_Cleaner ) Move ( apartment )
Go to Corridor get Brown_Tea throw it into Dustbin please .,Move ( Corridor ) Find ( Brown_Tea Corridor ) Grasp ( Brown_Tea ) Move ( Dustbin ) Place ( Brown_Tea Dustbin )
Go to Sofa get sauce exit from Dining_Room okay .,Move ( Sofa ) Find ( sauce Sofa ) Grasp ( sauce ) Move ( Dining_Room )
Go to Living_Sofa then detect Brown_Tea take it .,Move ( Living_Sofa ) Find ( Brown_Tea Living_Sofa ) Grasp ( Brown_Tea ) Move ( Brown_Tea )
Go to Corridor find a person nearby finally follow a person .,Move ( Corridor ) Find ( person Corridor ) Follow ( person )
Move to Dining_Table next detect Stick_Potato get it .,Move ( Dining_Table ) Find ( Stick_Potato Dining_Table ) Grasp ( Stick_Potato )
Move to Living_Sofa find a person nearby then follow a person .,Move ( Living_Sofa ) Find ( person Living_Sofa ) Follow ( pesron )
Call a person then ask for an order get hourglass from Living_Sofa .,Say ( person ) Listen ( hourglass ) Move ( Living_Sofa ) Find ( hourglass Living_Sofa ) Grasp ( hourglass ) Move ( hourglass ) Place ( hourglass Living_Sofa ) 
Well move to Sofa get bell_pepper and come back .,Move ( Sofa ) Grasp ( bell_pepper ) Move ( Sofa ) Grasp ( bell_pepper ) Move ( HERE )
Go to Dining_Table Grasp soysauce leave the apartment please .,Move ( Dining_Table ) Grasp ( soysauce ) Move ( apartment )
Would you go to Sofa get Long_Potato carry it to Reception_Table .,Move ( Sofa ) Find ( Long_Potato Sofa ) Grasp ( Long_Potato ) Move ( Reception_Table )
Go to Corridor go to Reception_Table er leave the apartment .,Move ( Corridor ) Move ( Reception_Table ) Move ( apartment )
Go to Dining_Room take soysauce put it on Dining_Table please .,Move ( Dining_Room ) Find ( soysauce Dining_Room ) Grasp ( soysauce ) Move ( Dining_Table ) Place ( soysauce Dining_Table )
Move to Dining_Sofa find a person nearby then follow a person .,Move ( Dining_Sofa ) Find ( person Dining_Sofa ) Follow ( pesron )
Go to Dining_Table and find a person nearby bring toy_duck from Living_Sofa .,Move ( Dining_Table ) Find ( toy_duck Dining_Table ) Grasp ( toy_duck ) Find ( pesron Dining_Table ) Plcae ( toy_duck PERSON )
Would you go to Side_Table get Orange_Juice carry it to Living_Sofa .,Move ( Side_Table ) Find ( Orange_Juice Side_Table ) Grasp ( Orange_Juice ) Move ( Living_Sofa )
Go to Living_Sofa find a person nearby er follow a person .,Move ( Living_Sofa ) Find ( person Living_Sofa ) Follow ( person )
Go to Dining_Sofa go to Corridor and exit the apartment .,Move ( Dining_Sofa ) Move ( Dining_Sofa ) Move ( apartment )
Go to Dining_Room then find a person nearby bring toy_duck from Bar .,Move ( Dining_Room ) Find ( person Dining_Room ) Move ( Bar ) Grasp ( toy_duck )
Go to Visitor_Room get Dish_Cleaner throw it into Dustbin please .,Move ( Visitor_Room ) Find ( Dish_Cleaner Visitor_Room ) Grasp ( Dish_Cleaner ) Move ( Dustbin ) Place ( Dish_Cleaner Dustbin )
Go to Corridor then find a person nearby bring Dish_Cleaner from Dining_Table .,Move ( Corridor ) Find ( person Corridor ) Move ( Dining_Table ) Grasp ( Dish_Cleaner )
Go to kitchen then find a person nearby bring Red_Potato from Living_Table .,Move ( kitchen ) Find ( person kitchen ) Move ( Living_Table ) Grasp ( Red_Potato )
Go to Sofa take sauce put it on Dining_Sofa please .,Move ( Sofa ) Find ( sauce Sofa ) Grasp ( sauce ) Plcae ( sauce Dining_Sofa )
Move to Bar get sugar place it on Kitchen_Table okay .,Move ( Bar ) Find ( sugar Bar ) Grasp ( sugar ) Move ( Kitchen_Table ) Place ( sugar Bar )
Would you move to Living_Table Grasp Stick_Potato and come back .,Move ( Living_Table ) Grasp ( Stick_Potato ) Move ( HERE )
Well get filled_plastic_bottle from Living_Table go to Corridor move to Living_Sofa .,Move ( Living_Table ) Grasp ( filled_plastic_bottle ) Move ( Corridor ) Move ( Living_Sofa )
Would you go to Living_Room Grasp Green_Tea finally come back .,Move ( Living_Room ) Find ( Green_Tea Living_Room ) Grasp ( Green_Tea ) Move ( HERE )
Move to Dining_Sofa next detect filled_plastic_bottle get it .,Move ( Dining_Sofa ) Find ( filled_plastic_bottle Dining_Sofa ) Grasp ( filled_plastic_bottle )
Go to lobby go to Reception_Table er leave the apartment .,Move ( lobby ) Move ( Reception_Table ) Move ( apartment )
Would you bring filled_plastic_bottle from Side_Table go to Kitchen_Table go to Sofa .,Move ( Side_Table ) Place ( filled_plastic_bottle Side_Table ) Move ( Kitchen_Table ) Move ( Kitchen_Table ) 
Move to Dining_Sofa and detect twin_bell_alarm_clock get it .,Move ( Dining_Sofa ) Find ( twin_bell_alarm_clock Dining_Sofa ) Grasp ( twin_bell_alarm_clock )
Go to Dining_Room and find a person nearby bring Stick_Potato from Side_Table .,Move ( Dining_Room ) Find ( person Dining_Room ) Move ( Side_Table ) Grasp ( Stick_Potato ) Move ( person )
Would you go to Visitor_Room Grasp filled_plastic_bottle er come back .,Move ( Visitor_Room ) Find ( filled_plastic_bottle Visitor_Room ) Move ( HERE )
Go to Kitchen_Room then find a person nearby bring dog_doll from Sofa .,Move ( Kitchen_Room ) Find ( person Kitchen_Room ) Move ( Sofa ) Grasp ( dog_doll )
Go to Living_Sofa move to Dining_Table take hourglass .,Move ( Living_Sofa ) Move ( Dining_Table ) Find ( hourglass Living_Sofa ) Grasp ( hourglass ) Move ( HERE )
Well move to Dining_Table get Korean_Soup and come back .,Move ( Dining_Table ) Grasp ( Korean_Soup ) Move ( Dining_Table ) Grasp ( Korean_Soup ) Move ( HERE )
Move to Sofa get canned_juice place it on Kitchen_Table okay .,Move ( Sofa ) Find ( canned_juice Sofa ) Grasp ( canned_juice ) Move ( Kitchen_Table ) Place ( canned_juice Sofa )
Well move to Sofa get cubic_clock and come back .,Move ( Sofa ) Grasp ( cubic_clock ) Move ( Sofa ) Grasp ( cubic_clock ) Move ( HERE )
Go to Side_Table and find a person nearby bring Bleach from Bar .,Move ( Side_Table ) Find ( Bleach Side_Table ) Grasp ( Bleach ) Find ( pesron Side_Table ) Plcae ( Bleach PERSON )
Go to Kitchen_Room go to Living_Table and exit from Corridor .,Move ( Kitchen_Room ) Move ( Living_Table ) Move ( Corridor )
Go to Visitor_Room next find Cloth_Cleaner take it .,Move ( Visitor_Room ) Find ( Cloth_Cleaner Visitor_Room ) Grasp ( Cloth_Cleaner ) 
Well get Chip_Star from Dining_Sofa go to bed_room move to Living_Table .,Move ( Dining_Sofa ) Grasp ( Chip_Star ) Move ( bed_room ) Move ( Living_Table )
Go to Sofa find a person nearby finally follow a person .,Move ( Sofa ) Find ( person Sofa ) Follow ( person )
Move to Sofa and detect canned_juice get it .,Move ( Sofa ) Find ( canned_juice Sofa ) Grasp ( canned_juice )
Well get camera from Dining_Sofa go to kitchen go to Kitchen_Room .,Move ( Dining_Sofa ) Find ( camera Dining_Sofa ) Grasp ( camera ) Move ( kitchen ) Move ( Kitchen_Room )
Go to Corridor next find a person nearby get Bath_Cleaner from Reception_Table .,Move ( Corridor ) Find ( person ) Move ( Reception_Table ) Grasp ( Bath_Cleaner )
Can you go to Living_Table take Long_Potato carry it to Bar .,Move ( Living_Table ) Find ( Long_Potato Living_Table ) Grasp ( Long_Potato ) Move ( Bar )
Go to Dining_Room Grasp Long_Potato throw it into Dustbin okay .,Move ( Dining_Room ) Find ( Long_Potato Dining_Room ) Grasp ( Long_Potato ) Move ( Dustbin ) Place ( Long_Potato Dustbin ) 
Can you go to lobby Grasp camera bring it to Dining_Table .,Move ( lobby ) Find ( camera lobby ) Grasp ( camera ) Move ( Dining_Table ) Find ( camera Dining_Table ) Grasp ( camera ) Move ( lobby )
Go to Bar next detect empty_plastic_bottle take it .,Move ( Bar ) Find ( empty_plastic_bottle Bar ) Grasp ( empty_plastic_bottle )
Move to Kitchen_Table get filled_plastic_bottle exit from Dining_Room okay .,Move ( Kitchen_Table ) Find ( filled_plastic_bottle Kitchen_Table ) Grasp ( filled_plastic_bottle ) Move ( Dining_Room )
Can you go to Visitor_Room Grasp hourglass bring it to Living_Sofa .,Move ( Visitor_Room ) Find ( hourglass Visitor_Room ) Grasp ( hourglass ) Move ( Living_Sofa ) Find ( hourglass Living_Sofa ) Grasp ( hourglass ) Move ( Visitor_Room )
Move to Kitchen_Table go to Dining_Table then exit the apartment .,Move ( Kitchen_Table ) Move ( Dining_Table ) Move ( apartment )
Go to Corridor move to Side_Table finally leave the apartment .,Move ( Corridor ) Move ( Side_Table ) Move ( apartment )
Can you go to Dining_Room get Orange_Juice then come back .,Move ( Dining_Room ) Find ( Orange_Juice Dining_Room ) Grasp ( Orange_Juice ) Move ( HERE )
Go to Side_Table find a person nearby finally follow a person .,Move ( Side_Table ) Find ( person Side_Table ) Follow ( person )
Would you go to bed_room Grasp Cloth_Cleaner er come back .,Move ( bed_room ) Find ( Cloth_Cleaner bed_room ) Move ( HERE )
Move to Sofa Grasp toy_penguin leave the apartment please .,Move ( Sofa ) Find ( toy_penguin Sofa ) Grasp ( toy_penguin ) Move ( apartment )
Would you move to Living_Sofa take Bleach then come back .,Move ( Living_Sofa ) Find ( Bleach Living_Sofa ) Grasp ( Bleach ) Move ( HERE )
Go to Dining_Table and detect rabbit_doll Grasp it .,Move ( Dining_Table ) Find ( rabbit_doll Dining_Table ) Grasp ( rabbit_doll ) 
Go to Visitor_Room next find Japanese_Tea Grasp it .,Move ( Visitor_Room ) Find ( Japanese_Tea Visitor_Room ) Grasp ( Japanese_Tea )
Go to Reception_Table find a person nearby finally follow a person .,Move ( Reception_Table ) Find ( person Reception_Table ) Follow ( person )
Go to Living_Room and find a person nearby bring filled_plastic_bottle from Bar .,Move ( Living_Room ) Find ( person Living_Room ) Move ( Bar ) Grasp ( filled_plastic_bottle ) Move ( person )
Go to Corridor get camera throw it into Dustbin please .,Move ( Corridor ) Find ( camera Corridor ) Grasp ( camera ) Move ( Dustbin ) Place ( camera Dustbin )
Well go to Reception_Table take camera bring it to Living_Sofa .,Move ( Reception_Table ) Find ( camera Reception_Table ) Grasp ( camera ) Move ( Living_Sofa )
Would you go to Side_Table get Stick_Potato carry it to Sofa .,Move ( Side_Table ) Find ( Stick_Potato Side_Table ) Grasp ( Stick_Potato ) Move ( Sofa )
Go to Dining_Room Grasp sugar place it on Dining_Table okay .,Move ( Dining_Room ) Grasp ( sugar ) Move ( Dining_Table ) Place ( sugar Dining_Table )
Go to Dining_Table go to kitchen and leave the apartment .,Move ( Dining_Table ) Move ( kitchen ) Move ( apartment )
Go to Living_Room move to Dining_Sofa finally leave the apartment .,Move ( Living_Room ) Move ( Dining_Sofa ) Move ( apartment )
Well move to Reception_Table get Long_Potato and come back .,Move ( Reception_Table ) Grasp ( Long_Potato ) Move ( Reception_Table ) Grasp ( Long_Potato ) Move ( HERE )
Well get filled_ketchup from Living_Table go to lobby move to Dining_Sofa .,Move ( Living_Table ) Grasp ( filled_ketchup ) Move ( lobby ) Move ( Dining_Sofa )
Go to Bar get cubic_clock exit from Kitchen_Room okay .,Move ( Bar ) Find ( cubic_clock Bar ) Grasp ( cubic_clock ) Move ( Kitchen_Room )
Go to Kitchen_Table then detect Long_Potato take it .,Move ( Kitchen_Table ) Find ( Long_Potato Kitchen_Table ) Grasp ( Long_Potato ) Move ( Long_Potato )
Go to kitchen Grasp Japanese_Dressing throw it into Dustbin please .,Move ( kitchen ) Grasp ( Japanese_Dressing ) Move ( Dustbin ) Place ( Japanese_Dressing Dustbin ) 
Go to Dining_Room next find Brown_Tea Grasp it .,Move ( Dining_Room ) Find ( Brown_Tea Dining_Room ) Grasp ( Brown_Tea )
Well move to Sofa get Green_Tea and come back .,Move ( Sofa ) Grasp ( Green_Tea ) Move ( Sofa ) Grasp ( Green_Tea ) Move ( HERE )
Move to Side_Table get rabbit_doll place it on Sofa okay .,Move ( Side_Table ) Find ( rabbit_doll Side_Table ) Grasp ( rabbit_doll ) Move ( Sofa ) Place ( rabbit_doll Side_Table )
Go to Living_Sofa and find a person nearby bring cigarette from Dining_Sofa .,Move ( Living_Sofa ) Find ( cigarette Living_Sofa ) Grasp ( cigarette ) Find ( pesron Living_Sofa ) Plcae ( cigarette PERSON )
Go to Sofa Grasp Long_Potato leave the apartment please .,Move ( Sofa ) Grasp ( Long_Potato ) Move ( apartment )
Go to Side_Table get salt exit from Dining_Room okay .,Move ( Side_Table ) Find ( salt Side_Table ) Grasp ( salt ) Move ( Dining_Room )
Go to Dining_Sofa go to lobby and exit the apartment .,Move ( Dining_Sofa ) Move ( Dining_Sofa ) Move ( apartment )
Move to Dining_Table next detect bear_doll get it .,Move ( Dining_Table ) Find ( bear_doll Dining_Table ) Grasp ( bear_doll )
Would you move to Dining_Table get empty_ketchup bring it to Bar .,Move ( Dining_Table ) Find ( empty_ketchup Dining_Table ) Grasp ( empty_ketchup ) Move ( Bar )
Can you move to Living_Sofa get tumbler then come back .,Move ( Living_Sofa ) Grasp ( tumbler ) Move ( HERE )
Go to Living_Table move to Dining_Sofa take Red_Potato .,Move ( Living_Table ) Move ( Dining_Sofa ) Find ( Red_Potato Living_Table ) Grasp ( Red_Potato ) Move ( HERE )
Move to Side_Table next detect Long_Potato get it .,Move ( Side_Table ) Find ( Long_Potato Side_Table ) Grasp ( Long_Potato )
Would you go to bed_room Grasp Lemon_Tea er come back .,Move ( bed_room ) Find ( Lemon_Tea bed_room ) Move ( HERE )
Can you go to bed_room Grasp soysauce bring it to Dining_Table .,Move ( bed_room ) Find ( soysauce bed_room ) Grasp ( soysauce ) Move ( Dining_Table ) Find ( soysauce Dining_Table ) Grasp ( soysauce ) Move ( bed_room )
Go to Reception_Table take Cloth_Cleaner put it on Kitchen_Table please .,Move ( Reception_Table ) Find ( Cloth_Cleaner Reception_Table ) Grasp ( Cloth_Cleaner ) Plcae ( Cloth_Cleaner Kitchen_Table )
Well go to Reception_Table take filled_ketchup finally come back .,Move ( Reception_Table ) Grasp ( filled_ketchup ) Move ( HERE )
Well move to Dining_Table get apple and come back .,Move ( Dining_Table ) Grasp ( apple ) Move ( Dining_Table ) Grasp ( apple ) Move ( HERE )
Move to Sofa find a person nearby then follow a person .,Move ( Sofa ) Find ( person Sofa ) Follow ( pesron )
Go to Dining_Room take pink_cup put it on Dining_Table please .,Move ( Dining_Room ) Find ( pink_cup Dining_Room ) Grasp ( pink_cup ) Move ( Dining_Table ) Place ( pink_cup Dining_Table )
Move to Kitchen_Table and detect white_cup get it .,Move ( Kitchen_Table ) Find ( white_cup Kitchen_Table ) Grasp ( white_cup )
Would you go to Dining_Table take Japanese_Dressing er come back .,Move ( Dining_Table ) Find ( Japanese_Dressing Dining_Table ) Grasp ( Japanese_Dressing ) Move ( HERE )
Go to Bar take Seafood_Noodle put it on Living_Table please .,Move ( Bar ) Find ( Seafood_Noodle Bar ) Grasp ( Seafood_Noodle ) Plcae ( Seafood_Noodle Living_Table )
Go to Dining_Sofa find a person nearby er follow a person .,Move ( Dining_Sofa ) Find ( person Dining_Sofa ) Follow ( person )
Would you bring sauce from Sofa go to Living_Sofa go to Reception_Table .,Move ( Sofa ) Place ( sauce Sofa ) Move ( Living_Sofa ) Move ( Living_Sofa ) 
Can you go to Kitchen_Room get soysauce then come back .,Move ( Kitchen_Room ) Find ( soysauce Kitchen_Room ) Grasp ( soysauce ) Move ( HERE )
Go to Kitchen_Table Grasp filled_plastic_bottle leave the apartment please .,Move ( Kitchen_Table ) Grasp ( filled_plastic_bottle ) Move ( apartment )
Go to Living_Room er find a person nearby bring Dish_Cleaner from Dining_Sofa .,Move ( Living_Room ) Find ( person Living_Room ) Move ( Dining_Sofa ) Grasp ( Dish_Cleaner )
Can you go to Living_Table take Red_Potato carry it to Dining_Table .,Move ( Living_Table ) Find ( Red_Potato Living_Table ) Grasp ( Red_Potato ) Move ( Dining_Table )
Would you move to Living_Sofa Grasp Red_Tea and come back .,Move ( Living_Sofa ) Grasp ( Red_Tea ) Move ( HERE )
Go to Kitchen_Table take soysauce put it on Reception_Table please .,Move ( Kitchen_Table ) Find ( soysauce Kitchen_Table ) Grasp ( soysauce ) Plcae ( soysauce Reception_Table )
Move to Side_Table get Bleach exit from Visitor_Room okay .,Move ( Side_Table ) Find ( Bleach Side_Table ) Grasp ( Bleach ) Move ( Visitor_Room )
Go to Bar get tumbler exit from kitchen okay .,Move ( Bar ) Find ( tumbler Bar ) Grasp ( tumbler ) Move ( kitchen )
Go to lobby find a person nearby finally follow a person .,Move ( lobby ) Find ( person lobby ) Follow ( person )
Well get camera from Reception_Table go to Corridor move to Dining_Sofa .,Move ( Reception_Table ) Grasp ( camera ) Move ( Corridor ) Move ( Dining_Sofa )
Would you bring Cloth_Cleaner from Reception_Table move to Side_Table go to Kitchen_Room .,Move ( Reception_Table ) Find ( Cloth_Cleaner Reception_Table ) Move ( Side_Table ) Move ( Kitchen_Room )
Go to Dining_Table take filled_plastic_bottle leave the apartment please .,Move ( Dining_Table ) Grasp ( filled_plastic_bottle ) Move ( apartment )
Can you go to Visitor_Room get Korean_Soup then come back .,Move ( Visitor_Room ) Find ( Korean_Soup Visitor_Room ) Grasp ( Korean_Soup ) Move ( HERE )
Go to Kitchen_Room Grasp bear_doll place it on Side_Table okay .,Move ( Kitchen_Room ) Grasp ( bear_doll ) Move ( Side_Table ) Place ( bear_doll Side_Table )
Can you go to Reception_Table take Red_Potato carry it to Living_Sofa .,Move ( Reception_Table ) Find ( Red_Potato Reception_Table ) Grasp ( Red_Potato ) Move ( Living_Sofa )
Would you bring Onion_Dressing from Dining_Table go to Bar go to Living_Sofa .,Move ( Dining_Table ) Place ( Onion_Dressing Dining_Table ) Move ( Bar ) Move ( Bar ) 
Go to Bar go to Corridor and leave the apartment .,Move ( Bar ) Move ( Corridor ) Move ( apartment )
Go to Kitchen_Room go to Dining_Table and exit from lobby .,Move ( Kitchen_Room ) Move ( Dining_Table ) Move ( lobby )
Well get toy_duck from Side_Table go to bed_room go to lobby .,Move ( Side_Table ) Find ( toy_duck Side_Table ) Grasp ( toy_duck ) Move ( bed_room ) Move ( lobby )
Would you move to Dining_Sofa Grasp tumbler and come back .,Move ( Dining_Sofa ) Grasp ( tumbler ) Move ( HERE )
